name,id,t_id,begin_fy,govt_type
Leamington Town,0014100000rD1qAAAS,1291,2017-07-01,Town
Leeds Town,0014100000rD1qBAAS,1293,2017-07-01,Town
Levan Town,0014100000rD1qCAAS,477,2017-07-01,Town
Loa Town,0014100000rD1qDAAS,899,2017-07-01,Town
Lyman Town,0014100000rD1qEAAS,1295,2017-07-01,Town
Lynndyl Town,0014100000rD1qFAAS,1297,2017-07-01,Town
Manila Town,0014100000rD1qGAAS,1147,2017-07-01,Town
Mantua Town,0014100000rD1qHAAS,1051,2017-07-01,Town
Marysvale Town,0014100000rD1qIAAS,1299,2017-07-01,Town
Mayfield Town,0014100000rD1qJAAS,1039,2017-07-01,Town
Meadow Town,0014100000rD1qKAAS,1301,2017-07-01,Town
Mendon City,0014100000rD1qLAAS,1159,2017-07-01,Town
Minersville Town,0014100000rD1qMAAS,1303,2017-07-01,Town
New Harmony Town,0014100000rD1qNAAS,1305,2017-07-01,Town
Newton Town,0014100000rD1qOAAS,1307,2017-07-01,Town
Oak City,0014100000rD1qPAAS,1041,2017-07-01,Town
Orderville Town,0014100000rD1qRAAS,1311,2017-07-01,Town
Paradise Town,0014100000rD1qSAAS,1053,2017-07-01,Town
Paragonah Town,0014100000rD1qTAAS,1043,2017-07-01,Town
Plymouth Town,0014100000rD1qUAAS,1313,2017-07-01,Town
Portage Town,0014100000rD1qVAAS,1315,2017-07-01,Town
Randolph Town,0014100000rD1qWAAS,1317,2017-07-01,Town
Redmond Town,0014100000rD1qXAAS,1055,2017-07-01,Town
Rockville Town,0014100000rD1qYAAS,1319,2017-07-01,Town
Rocky Ridge Town,0014100000rD1qZAAS,1321,2017-07-01,Town
Rush Valley Town,0014100000rD1qaAAC,1323,2017-07-01,Town
Scipio Town,0014100000rD1qbAAC,1325,2017-07-01,Town
Scofield Town,0014100000rD1qcAAC,1327,2017-07-01,Town
Sigurd Town,0014100000rD1qdAAC,1329,2017-07-01,Town
Snowville Town,0014100000rD1qeAAC,1331,2017-07-01,Town
Springdale Town,0014100000rD1qfAAC,593,2017-07-01,Town
Sterling Town,0014100000rD1qgAAC,1333,2017-07-01,Town
Stockton Town,0014100000rD1qhAAC,1335,2017-07-01,Town
Tabiona Town,0014100000rD1qiAAC,1337,2017-07-01,Town
Torrey Town,0014100000rD1qjAAC,1339,2017-07-01,Town
Trenton Town,0014100000rD1qkAAC,1341,2017-07-01,Town
Tropic Town,0014100000rD1qlAAC,1057,2017-07-01,Town
Vernon Town,0014100000rD1qmAAC,1343,2017-07-01,Town
Vineyard Town,0014100000rD1qnAAC,611,2017-07-01,Town
Virgin Town,0014100000rD1qoAAC,1345,2017-07-01,Town
Wales Town,0014100000rD1qpAAC,1347,2017-07-01,Town
Wallsburg Town,0014100000rD1qqAAC,1349,2017-07-01,Town
Woodruff Town,0014100000rD1qrAAC,1351,2017-07-01,Town
Interlaken Town,0014100000rD1qsAAC,1275,2017-07-01,Town
Dutch John,0014100000rD1qtAAC,1617,2017-07-01,Town
Davis Community Housing Authority,0014100000rD1urAAC,1609,2017-10-01,Housing
Salt Lake Valley Solid Waste Management Facility,0014100000rD1utAAC,1620,2018-01-01,Interlocal
Mt. Nebo Water Agency,0014100000rD1uuAAC,1400,2017-07-01,Interlocal
Central Wasatch Commission,0014100000rD1uwAAC,1627,2017-07-01,Interlocal
Ash Creek Special Service District,0014100000rD1uxAAC,727,2018-01-01,Local_and_Special_Service_District
Box Elder County and Perry City Flood Control,0014100000rD1uyAAC,1465,2018-01-01,Local_and_Special_Service_District
Cache Mosquito Abatement District,0014100000rD1uzAAC,1415,2018-01-01,Local_and_Special_Service_District
Castle Valley Special Service District,0014100000rD1v0AAC,769,2018-01-01,Local_and_Special_Service_District
Cottonwood Heights Parks and Recreation Service Area,0014100000rD1v1AAC,699,2018-01-01,Local_and_Special_Service_District
Dixie Deer Special Service District,0014100000rD1v2AAC,1416,2018-01-01,Local_and_Special_Service_District
Garland Cemetery Maintenance District,0014100000rD1v3AAC,1486,2018-01-01,Local_and_Special_Service_District
Grand County Water Conservancy District,0014100000rD1v4AAC,1398,2018-01-01,Local_and_Special_Service_District
Hatch Cemetery Maintenance District,0014100000rD1v5AAC,1492,2018-01-01,Local_and_Special_Service_District
Jordan Valley Water Conservancy District,0014100000rD1v6AAC,859,2017-07-01,Local_and_Special_Service_District
Midvalley Improvement District,0014100000rD1v7AAC,661,2018-01-01,Local_and_Special_Service_District
Park City Fire Service District,0014100000rD1v8AAC,799,2018-01-01,Local_and_Special_Service_District
Rush Valley Water Conservancy District,0014100000rD1v9AAC,1522,2018-01-01,Local_and_Special_Service_District
Solid Waste Special Service District 1,0014100000rD1vAAAS,1089,2018-01-01,Local_and_Special_Service_District
South Utah Valley Electric Service District,0014100000rD1vBAAS,649,2017-10-01,Local_and_Special_Service_District
South Utah Valley Solid Waste District,0014100000rD1vCAAS,755,2017-07-01,Local_and_Special_Service_District
South Valley Sewer District,0014100000rD1vDAAS,729,2018-01-01,Local_and_Special_Service_District
Specially Funded Transportation Special Service District,0014100000rD1vEAAS,1447,2018-01-01,Local_and_Special_Service_District
Tooele County Transportation Special Service District,0014100000rD1vFAAS,1375,2018-01-01,Local_and_Special_Service_District
Utah Transit Authority,0014100000rD1vGAAS,23,2018-01-01,Independent_Quasi_State_Entity
Weber Basin Water Conservancy District,0014100000rD1vHAAS,735,2017-07-01,Local_and_Special_Service_District
Greater Salt Lake Municipal Services District,0014100000rD1vJAAS,1556,2018-01-01,Local_and_Special_Service_District
Glen Canyon Special Service District of Big Water,0014100000rD1vKAAS,1602,2017-07-01,Local_and_Special_Service_District
Western Weber Park District,0014100000rD1vLAAS,1678,2018-01-01,Local_and_Special_Service_District
Copperton Metro Township,0014100000rD1vlAAC,1622,2018-01-01,Town
Magna Metro Township,0014100000rD1vmAAC,1625,2018-01-01,Town
Kearns Metro Township,0014100000rD1vnAAC,1624,2018-01-01,Town
White City Metro Township,0014100000rD1voAAC,1626,2018-01-01,Town
Emigration Canyon Metro Township,0014100000rD1vpAAC,1623,2018-01-01,Town
Heber Valley Historic Railroad Authority,0014100000rD4i0AAC,989,2019-07-01,Independent_Quasi_State_Entity
Utah Beef Council,0014100000rD4inAAC,1640,2018-01-01,Independent_Quasi_State_Entity
Utah Communications Authority,0014100000rD4iqAAC,995,2018-07-01,Independent_Quasi_State_Entity
Utah Dairy Commission,0014100000rD4isAAC,1588,2018-01-01,Independent_Quasi_State_Entity
Utah Housing Corporation,0014100000rD4ixAAC,991,2018-07-01,Independent_Quasi_State_Entity
Utah State Fair Corporation,0014100000rD4j9AAC,993,2018-07-01,Independent_Quasi_State_Entity
Cache County EMS Authority,0014100000wXQb6AAG,1586,2018-01-01,Local_and_Special_Service_District
Salt Lake City Public Library,0014100000wXV3fAAG,843,2017-07-01,Local_and_Special_Service_District
Utah Performing Arts Center Agency (Eccles Theatre),0014100000wXfW3AAK,1621,2018-01-01,Interlocal
Cedar Highlands,0014100001PvC9BAAV,1634,2018-07-01,Town
North Park Police Agency,0014100001bB046AAC,1630,2017-07-01,Interlocal
Grand County Emergency Medical Services Special Service District,0014100001g9hOMAAY,1636,2018-01-01,Local_and_Special_Service_District
Beaver Valley Hospital,0014100001op9otAAA,1641,2018-07-01,District_Health
Bluff,0014100001qGgOIAA0,1637,2018-07-01,Town
Riverton Law Enforcement Service Area,0014100001vz39dAAA,1635,2018-01-01,Local_and_Special_Service_District
